temperature,rainfall,humidity,soil_type,weather_condition,crop_type,yield
15.929008254399957,828.9154741506774,72.70873007370372,5.947070120534626,5.800712996831306,6.145452675614135,7.566359735525964
33.895314597648564,121.88609333694755,81.7072298500338,5.977010409441431,5.7927111444697035,5.936276653073294,2.5663314880893955
27.21240084883265,68.17230938549356,65.95161400647743,5.6469864266746335,5.902408067261253,6.142703157149044,8.022779800731072
15.57565352626678,411.0284698067047,54.97828389769369,6.020760478224334,5.923666269817156,6.1689557566909725,3.6648482767709822
33.296918021362,128.09574636620002,89.66275077114821,5.9802239646254165,6.093389556015484,5.6203685233714324,7.513451283420133
28.351154770420543,274.16066655980586,53.57046902233572,5.9908474463983294,5.794267237502593,5.8758955104558295,8.720150655365588
31.70604991178476,817.9670241190622,88.95524690075773,5.677069277198258,5.823372256682359,5.930882248878448,3.510352222187556
30.272115883195216,391.5256981778293,61.13145985068046,5.971219756372252,5.924307624578759,5.912166699999349,3.533370550642194
22.06704456052105,668.2127985550162,64.6162740000591,6.00193691865394,5.804737186168504,6.149792012309066,6.846029844167475
25.74791205875846,643.9042535411306,56.08349948297743,6.024855189478692,5.826375106667851,5.898653434813887,2.972842074784457
25.853921663164968,737.5823015888915,79.31390996920166,5.674573586506458,5.922593793967467,5.644560159754517,3.88470582595742
20.035645916507285,347.80920790219307,67.03968774927722,6.0063186388343475,6.100359517152818,5.629754737703043,6.105519133678638
15.449386166402348,92.99063982313216,85.0970098374575,5.997967396317902,6.1071802430240005,5.923925790104092,4.727732507699877
21.939064037924556,968.4887775943838,44.76996386566053,5.983558368922992,5.771646295323936,5.887994817075863,6.989949808700765
17.551606055911275,936.9578230310628,60.82522159519395,5.987411413500701,6.084541095957837,6.135003998026551,9.300840215064884
30.15692220928738,719.2017782722638,42.97623501738858,5.670963201911266,5.783854325292814,6.164368917905038,4.426263515236217
17.035649452408073,992.1580148233128,70.38760611263612,5.976104738229069,5.901737872008007,5.879811460300018,8.16016982764663
32.060189109347206,616.650314520738,45.74664985297834,5.9714193665141115,6.113257950205921,5.930941200679794,3.5000356569518427
21.83634703395752,367.9407513020845,51.3062665624836,5.644351669120301,5.795955266672899,5.9028385848116285,8.417993433880913
20.092813095275275,619.5879548978296,40.877618168331445,6.0188342756607,5.8206905567503044,5.928139252947946,3.9903765100251833
34.517041589250695,870.9691237460856,59.85075206185958,5.967071428612325,5.784807288286558,5.8908689676600625,4.226141286550157
22.17660968247005,130.71037674019948,87.13621595470562,5.886712488728716,6.114920807898261,5.8974652588616205,3.1641384030993995
20.2452808859965,940.6792451153406,41.25967069796147,5.955529425556771,5.808605197606157,5.878896827844675,6.153655796827681
18.69708911051054,21.26941085038714,44.08626728733891,5.65329528039996,5.803449912996634,5.873165176011727,7.076451741932198
20.862954605220267,615.985450260179,66.95472763680044,6.009428082716493,5.778360231948243,5.897854444286385,5.580023117596065
29.6398788362281,872.9458358764083,85.31272902605184,5.93698923179238,5.760884779386886,6.135311058626454,9.24986815548111
27.36256480915792,962.9268752375798,44.43023569848396,6.029048956269117,5.794150363521545,5.938003715935504,2.264095487202618
25.062725171601755,867.0314961224485,71.80480232047711,5.971407148681752,5.793275389842202,6.13743260542709,8.897691386575506
23.42849101184996,745.7337827312322,66.12550905427942,6.001371346676637,6.10982588760975,5.9269796198544995,4.193312301378401
31.99294781354823,181.1493495346803,77.02380659767596,5.948766250572706,5.802295419827727,6.147159023303048,7.2831060191666035
22.97009468794747,742.706521199981,87.08628558094625,5.993796622391141,6.089883176663205,5.879380900265516,8.221739912580405
22.219477938800537,751.3750860290456,46.58575142895468,5.971250046216576,5.762444358824376,5.861699929231131,8.922356473608197
28.914973779692343,120.20905537060844,83.85452905090945,5.945104540232314,5.903033277772078,5.617827454287488,7.894611646012033
33.990412473152844,95.71455552016172,72.0238021087922,5.93830597410415,5.761931903034817,6.136635733120825,9.02997218941544
33.977710745066666,120.5668857772788,88.60026648157685,6.00247369816891,5.78578775576017,5.908761996737466,4.020243117091556
18.41048247374583,596.2698784820531,68.2665127285805,5.634044373718662,5.787317868291636,5.855229548668903,9.964087744126932
25.052741862103844,229.95460589108615,42.40714179891767,5.880073178677336,5.819668562220226,5.642636108388173,4.173313530909244
22.785912280839533,383.832951933044,88.92627341945703,5.985863389199232,6.083245966715519,5.8577241537752,9.562456322013094
33.00836114326661,345.88305695295674,73.53661559529169,5.946437471701781,5.800122760210718,5.869466043411237,7.6720120906110365
17.321452810138325,996.333916056742,74.32949567463034,6.013633598772022,5.917790939927201,5.923116884981167,4.869290904211673
26.97316968394073,732.2248864095612,52.477309992475305,5.9954194538759396,5.798583825568047,5.867755053963793,7.947481391649555
27.1285811931918,488.64319040466575,76.99520603834651,5.856851169309911,5.903967681144049,5.869273205745729,7.703058954757892
15.904373402123788,195.7779856835461,71.32962555466051,5.983521712781609,5.787350762747143,5.894037406510427,9.95819963659125
33.449987623545915,12.10847523488745,49.50538248918638,5.681780556029856,6.116705352480693,5.899704252685543,2.8036603974477474
25.326006966023904,714.0869321324278,44.35463833978857,5.995192787055233,6.105023739785193,5.636035890847974,5.163346161939025
16.53959819657586,153.89590633985506,89.1760736357611,5.854880200548057,5.766823931524607,5.617107223883836,8.002646206559648
17.859833641056717,454.7398556338591,70.14714382397308,5.95947908576067,5.812290076120409,5.919546761332224,5.4940625427766
16.480893034681806,679.6472826930699,62.561967209049406,5.98271062265259,6.095322255571258,5.8870640746671,7.123045973153928
21.219646434313244,944.7320222914104,66.93508989763572,5.956965579801252,5.776770732327275,5.880386503365347,5.913818037999354
24.3119603626492,87.86649914483336,88.57663454505254,5.647282422276315,5.76693948269642,6.142970623054178,7.978380460478855
21.617960497052984,417.58077578492833,63.19656884061664,6.017641768309699,5.92109523578997,6.165780684548965,4.191910252344145
28.893929417088536,158.90816766935356,80.00017408818407,5.681267691469851,6.1163245124608885,6.173680203650747,2.880590081448457
33.94566679223631,518.408021945204,89.74096469829755,5.6490103753153855,5.768173734867185,5.8691730284174035,7.719187504618309
28.36170273141292,555.0849493022862,47.57975374000497,5.646361317945671,5.797639329934381,5.90456114094766,8.116546110075443
30.017421355829946,617.14498660403,72.29111931432422,5.868098322910511,5.912307034057665,5.894963056245332,5.993491607466644
20.598677938918858,219.2139873580443,55.46863589313911,5.978530717540779,5.903595817139412,5.868799714311255,7.779291075708357
18.008337822070565,927.0345447963066,76.13534788491143,5.856707045750593,5.768146219480728,5.869137138782895,7.724965735774286
20.889315190838357,886.1957804650746,77.09481634793576,6.003093496679781,5.77326239842346,5.87581041566472,6.650568157800427
32.891044537881825,619.5893374598406,80.8389733252818,5.866515112531024,5.775245391626563,5.628897268026576,6.234139585148721
18.119890406724053,658.7833667107174,77.96991312089818,5.989869979422322,5.7626206154876956,5.861929829226765,8.885342574311082
31.29149440462764,623.8958362916385,63.69049141989733,5.883864514661743,5.8228880207097795,5.646477995519038,3.59703046127934
22.49741159047408,48.21203886055603,50.06560539112167,5.999283332947266,6.094473543415606,5.8718109270262415,7.294485828595397
23.550820367170992,186.4382621442545,71.72912087751519,5.948112376798854,5.905483564145797,6.146501210530559,7.392302939399654
28.94031481990536,392.4935564066848,69.58485811531628,5.9741064119878216,5.790401775066119,5.898166124329056,3.051299062842148
26.715511625469265,421.7209268734554,43.322192217788746,6.003677535752961,5.90958325870661,5.891058343329484,6.551865554432983
32.235712420270346,131.72877345456192,54.12480329864261,6.015300747076224,5.919165320724325,5.639874579655557,4.587542840801574
28.933016477537844,71.2567277652586,89.05889183811473,5.872651386202836,5.915682963913438,6.1590968548219225,5.301425987033194
17.363296552433127,163.52387258502276,81.12111868341393,6.000159071841246,5.784057297029487,5.925892036145034,4.383639450534924
32.904136753743984,347.5715242389821,75.19285458171656,5.9924485181780724,6.102890817935123,5.918974568001501,5.594196375653199
28.93474330728301,391.0815366517607,82.8781168830642,5.958601585512846,5.811471402704842,5.632854164699813,5.640605084163076
24.11313505571426,237.54413087432744,54.28917777629351,6.018575714844804,6.110614199557606,5.643564376674824,4.034073287911444
32.85117996979956,265.60004258870606,44.173204249469165,5.967500623748231,5.759641219169471,6.133737880038158,9.511015801138184
19.157725102920544,554.2265141320166,46.39334006112088,5.985128602130425,5.894291698793397,5.856952855547694,9.686635336641508
20.888977841391718,796.5372909761763,44.69286424116781,5.64710637431982,6.09095719774552,5.86739911444638,8.004787653953011
31.842378462714173,101.42082844921651,57.935776270850674,6.017177429303852,5.920712439243686,5.890594171027875,4.270383544332393
29.16145155592091,489.4249636431405,64.37855968366921,5.849584351938224,5.7629907458641565,5.900612174746637,8.8076151952544
29.519113577404788,973.4889691773968,63.01791356009632,5.958962006131497,6.102959043354947,5.633255432988578,5.580414840848495
16.774050675141112,354.9963058319373,55.87933976305583,5.969412705674092,5.9228355393758685,5.6448905451460005,3.835148017235056
27.46596253655116,89.41100231225951,43.2602295630246,5.859971990325717,5.906281655750891,5.909634580660345,7.228694160355359
21.913919870078388,637.2014768082804,79.65714369983698,5.680459357312641,5.790637293436653,6.172949781219533,3.001840205029974
17.577594438212984,404.3187681042921,74.13086106117012,5.851302461503039,5.8998535173067586,5.613481781651551,8.546462541402423
26.30266367178418,72.08433599867337,71.1171632308623,6.015093416995965,5.9315974942831415,5.922617212512623,2.038947261244026
18.542213588140974,185.5255157031212,51.9755084954769,5.893652257934865,6.12014281244942,5.656396242035801,2.109293483764876
15.610004998780989,396.9232762015961,70.5390035537884,5.686775809421582,5.93152224975902,5.9043582154728655,2.0543723886888943
28.837903953853864,451.38702432967546,80.24533884207193,5.650887370488743,5.801432111395057,5.8848641288247165,7.437638228614672
34.300538213330256,695.0352288585532,88.70972219081786,5.972125843202627,5.8240890062478226,5.931615381291121,3.382054049969679
26.50948355751758,592.3503285933622,47.10685618967288,6.008932919412823,5.913915745723765,6.156914446816603,5.663705715916284
16.670014333973377,683.2480282896458,57.12239894173567,6.002760021200841,5.772994030061838,5.912616115783855,6.706925513741253
22.861954493335208,274.21520234867,69.91787421488795,5.974211254275367,5.826034613226301,5.650232929255421,3.033790400821995
27.010337208673068,88.60042967961724,81.37531599366106,5.981081011886325,5.801760286619397,6.146581982072379,7.378894863457555
17.737712601376145,440.19899795549054,65.69272321033839,5.640348439415879,6.085938929252493,5.89940724506498,9.018477889544286
33.64236564967224,716.3233880626823,43.65407810135075,5.843168969872264,6.082155387768652,5.895039957180775,9.782753269280178
25.72192732688241,479.181877629731,78.22638973273588,5.978273850951093,5.903399094921947,5.882192933708113,7.819619130288964
34.24345096949084,999.4137257706666,71.0330239912292,5.965351941602387,5.8935028033719625,5.6048024726073296,9.848358898035729
24.165057809830333,622.9665835634828,54.75203538270781,6.003662636826065,6.098137416462721,5.913487784587643,6.554383473078362
19.47191677038905,870.7534503372591,63.77730187434133,5.979696431010741,6.092979542265464,6.145272468834627,7.59627406092419
20.44614653038738,804.9889996807698,48.366065200053015,5.95143998193259,6.096740340180603,5.889067243136246,6.836592882065937
22.018300251041573,639.1199378155004,55.698335868867645,5.971611206380856,6.086695481538276,5.874878002256874,8.865654327816237
32.3235229154987,849.1956515653193,78.83552784775907,5.686575565482164,5.7950060135577415,5.656562138730224,2.084408979601519
19.84110543023001,752.7166395576412,51.993705637797234,5.997411051304678,6.106747836256297,5.9032037061242875,4.815078674776052
27.123492689017603,106.87692309474384,78.30579663977932,5.878585057707104,5.92008256424831,5.641128145805004,4.399507918384509
16.69675428170384,969.9120461072704,67.68557426790056,5.685983862074335,5.7945833682664345,5.903620376329468,2.1731644907758687
24.090821295355465,544.4890979608496,87.2021046912699,5.868000755223602,6.100840691597382,6.154838445732503,6.008321895876827
16.824122060973806,41.5728590503921,77.81068069750884,5.941065451898477,5.899742898495245,5.8769515332362685,8.569139397762779
